"Rep_char" "well_ID" "sampleID" "Plate" "OD" "Timepoint" "HoursElapsed" "Rep" "Bd" "CFS_type" "conOD_ave" "conOD_sd" "OD_adj"
"367" "D7_4" "D7" "54D_Bd" 4 0.183 "T1" 23 "7" "Bd" "54D" 0.124 0.00397212509593766 0.059
"368" "D8_4" "D8" "54D_Bd" 4 0.18 "T1" 23 "8" "Bd" "54D" 0.124 0.00397212509593766 0.056
"369" "D11_4" "D11" "54D_20D_Bd" 4 0.178 "T1" 23 "7" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0526
"370" "D12_4" "D12" "54D_20D_Bd" 4 0.181 "T1" 23 "8" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0556
"371" "E3_4" "E3" "37E_JlivBTP_Bd" 4 0.156 "T1" 23 "9" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0269
"372" "E4_4" "E4" "37E_JlivBTP_Bd" 4 0.165 "T1" 23 "10" "Bd" "37E_JlivBTP" 0.1291 0.00119721899973787 0.0359
"373" "E7_4" "E7" "54D_Bd" 4 0.174 "T1" 23 "9" "Bd" "54D" 0.124 0.00397212509593766 0.05
"374" "E8_4" "E8" "54D_Bd" 4 0.176 "T1" 23 "10" "Bd" "54D" 0.124 0.00397212509593766 0.052
"375" "E11_4" "E11" "54D_20D_Bd" 4 0.169 "T1" 23 "9" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0436
"376" "E12_4" "E12" "54D_20D_Bd" 4 0.175 "T1" 23 "10" "Bd" "54D_20D" 0.1254 0.00823542483556387 0.0496
"377" "G1_4" "G1" "54D_2F_Bd" 4 0.122 "T1" 23 "1" "Bd" "54D_2F" 0.1215 0.00411636301174282 5e-04
"378" "G2_4" "G2" "54D_2F_Bd" 4 0.123 "T1" 23 "3" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.0015
"379" "G3_4" "G3" "54D_2F_Bd" 4 0.122 "T1" 23 "4" "Bd" "54D_2F" 0.1215 0.00411636301174282 5e-04
"380" "G4_4" "G4" "54D_2F_Bd" 4 0.124 "T1" 23 "5" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.0025
"381" "G5_4" "G5" "54D_2F_Bd" 4 0.125 "T1" 23 "6" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.0035
"382" "G6_4" "G6" "54D_2F_Bd" 4 0.13 "T1" 23 "7" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.00850000000000001
"383" "G7_4" "G7" "54D_2F_Bd" 4 0.128 "T1" 23 "8" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.00650000000000001
"384" "G8_4" "G8" "54D_2F_Bd" 4 0.13 "T1" 23 "9" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.00850000000000001
"385" "G9_4" "G9" "54D_2F_Bd" 4 0.131 "T1" 23 "10" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.00950000000000001
"386" "G10_4" "G10" "54D_2F_Bd" 4 0.132 "T1" 23 "2" "Bd" "54D_2F" 0.1215 0.00411636301174282 0.0105
"387" "H11_4" "H11" "Live_Bd" 4 0.22 "T1" 23 "8" "Bd" "Control" 0.1339 0.00499888876540465 0.0861
"388" "H12_4" "H12" "Live_Bd" 4 0.209 "T1" 23 "10" "Bd" "Control" 0.1339 0.00499888876540465 0.0751
"389" "A3_5" "A3" "54D_Jliv10_Bd" 5 0.156 "T1" 23 "1" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0208
"390" "A4_5" "A4" "54D_Jliv10_Bd" 5 0.166 "T1" 23 "2" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0308
"391" "A7_5" "A7" "54D_JlivBTP_Bd" 5 0.172 "T1" 23 "1" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0309
"392" "A8_5" "A8" "54D_JlivBTP_Bd" 5 0.177 "T1" 23 "2" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0359
"393" "A11_5" "A11" "Jliv10_Bd" 5 0.179 "T1" 23 "1" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0293
"394" "A12_5" "A12" "Jliv10_Bd" 5 0.187 "T1" 23 "2" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0373
"395" "B3_5" "B3" "54D_Jliv10_Bd" 5 0.164 "T1" 23 "3" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0288
"396" "B4_5" "B4" "54D_Jliv10_Bd" 5 0.173 "T1" 23 "4" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0378
"397" "B7_5" "B7" "54D_JlivBTP_Bd" 5 0.179 "T1" 23 "3" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0379
"398" "B8_5" "B8" "54D_JlivBTP_Bd" 5 0.18 "T1" 23 "4" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0389
"399" "B11_5" "B11" "Jliv10_Bd" 5 0.182 "T1" 23 "3" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0323
"400" "B12_5" "B12" "Jliv10_Bd" 5 0.193 "T1" 23 "4" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0433
"401" "C3_5" "C3" "54D_Jliv10_Bd" 5 0.171 "T1" 23 "5" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0358
"402" "C4_5" "C4" "54D_Jliv10_Bd" 5 0.172 "T1" 23 "6" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0368
"403" "C7_5" "C7" "54D_JlivBTP_Bd" 5 0.177 "T1" 23 "5" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0359
"404" "C8_5" "C8" "54D_JlivBTP_Bd" 5 0.172 "T1" 23 "6" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0309
"405" "C11_5" "C11" "Jliv10_Bd" 5 0.162 "T1" 23 "5" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0123
"406" "C12_5" "C12" "Jliv10_Bd" 5 0.181 "T1" 23 "6" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0313
"407" "D3_5" "D3" "54D_Jliv10_Bd" 5 0.163 "T1" 23 "7" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0278
"408" "D4_5" "D4" "54D_Jliv10_Bd" 5 0.171 "T1" 23 "8" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0358
"409" "D7_5" "D7" "54D_JlivBTP_Bd" 5 0.175 "T1" 23 "7" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0339
"410" "D8_5" "D8" "54D_JlivBTP_Bd" 5 0.162 "T1" 23 "8" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0209
"411" "D11_5" "D11" "Jliv10_Bd" 5 0.182 "T1" 23 "7" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0323
"412" "D12_5" "D12" "Jliv10_Bd" 5 0.179 "T1" 23 "8" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0293
"413" "E3_5" "E3" "54D_Jliv10_Bd" 5 0.16 "T1" 23 "9" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0248
"414" "E4_5" "E4" "54D_Jliv10_Bd" 5 0.169 "T1" 23 "10" "Bd" "54D_Jliv10" 0.1352 0.0034896672875473 0.0338
"415" "E7_5" "E7" "54D_JlivBTP_Bd" 5 0.172 "T1" 23 "9" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0309
"416" "E8_5" "E8" "54D_JlivBTP_Bd" 5 0.166 "T1" 23 "10" "Bd" "54D_JlivBTP" 0.1411 0.00414862761779254 0.0249
"417" "E11_5" "E11" "Jliv10_Bd" 5 0.188 "T1" 23 "9" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0383
"418" "E12_5" "E12" "Jliv10_Bd" 5 0.191 "T1" 23 "10" "Bd" "Jliv10" 0.1497 0.00377270901784558 0.0413
"419" "G1_5" "G1" "Jliv10_JlivBTP_Bd" 5 0.159 "T1" 23 "1" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0227
"420" "G2_5" "G2" "Jliv10_JlivBTP_Bd" 5 0.154 "T1" 23 "3" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0177
"421" "G3_5" "G3" "Jliv10_JlivBTP_Bd" 5 0.166 "T1" 23 "4" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0297
"422" "G4_5" "G4" "Jliv10_JlivBTP_Bd" 5 0.169 "T1" 23 "5" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0327
"423" "G5_5" "G5" "Jliv10_JlivBTP_Bd" 5 0.173 "T1" 23 "6" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0367
"424" "G6_5" "G6" "Jliv10_JlivBTP_Bd" 5 0.172 "T1" 23 "7" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0357
"425" "G7_5" "G7" "Jliv10_JlivBTP_Bd" 5 0.174 "T1" 23 "8" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0377
"426" "G8_5" "G8" "Jliv10_JlivBTP_Bd" 5 0.178 "T1" 23 "9" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0417
"427" "G9_5" "G9" "Jliv10_JlivBTP_Bd" 5 0.184 "T1" 23 "10" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0477
"428" "G10_5" "G10" "Jliv10_JlivBTP_Bd" 5 0.187 "T1" 23 "2" "Bd" "Jliv10_JlivBTP" 0.1363 0.00447337804249887 0.0507
"429" "G11_5" "G11" "Live_Bd" 5 0.276 "T1" 23 "4" "Bd" "Control" 0.1339 0.00499888876540465 0.1421
"430" "G12_5" "G12" "Live_Bd" 5 0.232 "T1" 23 "6" "Bd" "Control" 0.1339 0.00499888876540465 0.0981
"431" "H1_5" "H1" "JlivBTP_Bd" 5 0.164 "T1" 23 "1" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0307
"432" "H2_5" "H2" "JlivBTP_Bd" 5 0.165 "T1" 23 "3" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0317
"433" "H3_5" "H3" "JlivBTP_Bd" 5 0.169 "T1" 23 "4" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0357
"434" "H4_5" "H4" "JlivBTP_Bd" 5 0.178 "T1" 23 "5" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0447
"435" "H5_5" "H5" "JlivBTP_Bd" 5 0.265 "T1" 23 "6" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.1317
"436" "H6_5" "H6" "JlivBTP_Bd" 5 0.233 "T1" 23 "7" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0997
"437" "H7_5" "H7" "JlivBTP_Bd" 5 0.175 "T1" 23 "8" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0417
"438" "H8_5" "H8" "JlivBTP_Bd" 5 0.215 "T1" 23 "9" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0817
"439" "H9_5" "H9" "JlivBTP_Bd" 5 0.483 "T1" 23 "10" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.3497
"440" "H10_5" "H10" "JlivBTP_Bd" 5 0.221 "T1" 23 "2" "Bd" "JlivBTP" 0.1333 0.00271006354989038 0.0877
"441" "A3_1" "A3" "20D_Bd" 1 0.196 "T2" 46 "1" "Bd" "20D" 0.1382 0.00528730134903955 0.0578
"442" "A4_1" "A4" "20D_Bd" 1 0.19 "T2" 46 "2" "Bd" "20D" 0.1382 0.00528730134903955 0.0518
"443" "A7_1" "A7" "20D_2F_Bd" 1 0.159 "T2" 46 "1" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.0154
"444" "A8_1" "A8" "20D_2F_Bd" 1 0.16 "T2" 46 "2" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.0164
"445" "A11_1" "A11" "20D_Jliv10_Bd" 1 0.206 "T2" 46 "1" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0498
"446" "A12_1" "A12" "20D_Jliv10_Bd" 1 0.231 "T2" 46 "2" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0748
"447" "B3_1" "B3" "20D_Bd" 1 0.185 "T2" 46 "3" "Bd" "20D" 0.1382 0.00528730134903955 0.0468
"448" "B4_1" "B4" "20D_Bd" 1 0.185 "T2" 46 "4" "Bd" "20D" 0.1382 0.00528730134903955 0.0468
"449" "B7_1" "B7" "20D_2F_Bd" 1 0.16 "T2" 46 "3" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.0164
"450" "B8_1" "B8" "20D_2F_Bd" 1 0.157 "T2" 46 "4" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.0134
"451" "B11_1" "B11" "20D_Jliv10_Bd" 1 0.215 "T2" 46 "3" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0588
"452" "B12_1" "B12" "20D_Jliv10_Bd" 1 0.236 "T2" 46 "4" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0798
"453" "C3_1" "C3" "20D_Bd" 1 0.186 "T2" 46 "5" "Bd" "20D" 0.1382 0.00528730134903955 0.0478
"454" "C4_1" "C4" "20D_Bd" 1 0.185 "T2" 46 "6" "Bd" "20D" 0.1382 0.00528730134903955 0.0468
"455" "C7_1" "C7" "20D_2F_Bd" 1 0.16 "T2" 46 "5" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.0164
"456" "C8_1" "C8" "20D_2F_Bd" 1 0.152 "T2" 46 "6" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.00839999999999999
"457" "C11_1" "C11" "20D_Jliv10_Bd" 1 0.2 "T2" 46 "5" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0438
"458" "C12_1" "C12" "20D_Jliv10_Bd" 1 0.247 "T2" 46 "6" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0908
"459" "D3_1" "D3" "20D_Bd" 1 0.181 "T2" 46 "7" "Bd" "20D" 0.1382 0.00528730134903955 0.0428
"460" "D4_1" "D4" "20D_Bd" 1 0.18 "T2" 46 "8" "Bd" "20D" 0.1382 0.00528730134903955 0.0418
"461" "D7_1" "D7" "20D_2F_Bd" 1 0.153 "T2" 46 "7" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.00939999999999999
"462" "D8_1" "D8" "20D_2F_Bd" 1 0.149 "T2" 46 "8" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.00539999999999999
"463" "D11_1" "D11" "20D_Jliv10_Bd" 1 0.209 "T2" 46 "7" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0528
"464" "D12_1" "D12" "20D_Jliv10_Bd" 1 0.253 "T2" 46 "8" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0968
"465" "E3_1" "E3" "20D_Bd" 1 0.179 "T2" 46 "9" "Bd" "20D" 0.1382 0.00528730134903955 0.0408
"466" "E4_1" "E4" "20D_Bd" 1 0.178 "T2" 46 "10" "Bd" "20D" 0.1382 0.00528730134903955 0.0398
"467" "E7_1" "E7" "20D_2F_Bd" 1 0.149 "T2" 46 "9" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.00539999999999999
"468" "E8_1" "E8" "20D_2F_Bd" 1 0.145 "T2" 46 "10" "Bd" "20D_2F" 0.1436 0.00356526452189891 0.00139999999999998
"469" "E11_1" "E11" "20D_Jliv10_Bd" 1 0.216 "T2" 46 "9" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.0598
"470" "E12_1" "E12" "20D_Jliv10_Bd" 1 0.287 "T2" 46 "10" "Bd" "20D_Jliv10" 0.1562 0.00617881685905788 0.1308
"471" "G1_1" "G1" "20D_JlivBTP_Bd" 1 0.202 "T2" 46 "1" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0665
"472" "G2_1" "G2" "20D_JlivBTP_Bd" 1 0.181 "T2" 46 "3" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0455
"473" "G3_1" "G3" "20D_JlivBTP_Bd" 1 0.202 "T2" 46 "4" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0665
"474" "G4_1" "G4" "20D_JlivBTP_Bd" 1 0.201 "T2" 46 "5" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0655
"475" "G5_1" "G5" "20D_JlivBTP_Bd" 1 0.188 "T2" 46 "6" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0525
"476" "G6_1" "G6" "20D_JlivBTP_Bd" 1 0.185 "T2" 46 "7" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0495
"477" "G7_1" "G7" "20D_JlivBTP_Bd" 1 0.183 "T2" 46 "8" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0475
"478" "G8_1" "G8" "20D_JlivBTP_Bd" 1 0.193 "T2" 46 "9" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0575
"479" "G9_1" "G9" "20D_JlivBTP_Bd" 1 0.195 "T2" 46 "10" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0595
"480" "G10_1" "G10" "20D_JlivBTP_Bd" 1 0.228 "T2" 46 "2" "Bd" "20D_JlivBTP" 0.1355 0.0020138409955991 0.0925
"481" "H11_1" "H11" "Live_Bd" 1 0.271 "T2" 46 "7" "Bd" "Control" 0.1365 0.0036893239368631 0.1345
"482" "H12_1" "H12" "Live_Bd" 1 0.319 "T2" 46 "9" "Bd" "Control" 0.1365 0.0036893239368631 0.1825
"483" "A3_2" "A3" "2F_Bd" 2 0.138 "T2" 46 "1" "Bd" "2F" 0.133 0.00286744175568088 0.005
"484" "A4_2" "A4" "2F_Bd" 2 0.14 "T2" 46 "2" "Bd" "2F" 0.133 0.00286744175568088 0.00700000000000001
"485" "A7_2" "A7" "2F_Jliv10_Bd" 2 0.148 "T2" 46 "1" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0111
"486" "A8_2" "A8" "2F_Jliv10_Bd" 2 0.148 "T2" 46 "2" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0111
"487" "A11_2" "A11" "2f_JlivBTP_Bd" 2 0.154 "T2" 46 "1" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.0127
"488" "A12_2" "A12" "2f_JlivBTP_Bd" 2 0.155 "T2" 46 "2" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.0137
"489" "B3_2" "B3" "2F_Bd" 2 0.134 "T2" 46 "3" "Bd" "2F" 0.133 0.00286744175568088 0.001
"490" "B4_2" "B4" "2F_Bd" 2 0.139 "T2" 46 "4" "Bd" "2F" 0.133 0.00286744175568088 0.00600000000000001
"491" "B7_2" "B7" "2F_Jliv10_Bd" 2 0.152 "T2" 46 "3" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0151
"492" "B8_2" "B8" "2F_Jliv10_Bd" 2 0.147 "T2" 46 "4" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0101
"493" "B11_2" "B11" "2f_JlivBTP_Bd" 2 0.152 "T2" 46 "3" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.0107
"494" "B12_2" "B12" "2f_JlivBTP_Bd" 2 0.155 "T2" 46 "4" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.0137
"495" "C3_2" "C3" "2F_Bd" 2 0.135 "T2" 46 "5" "Bd" "2F" 0.133 0.00286744175568088 0.002
"496" "C4_2" "C4" "2F_Bd" 2 0.135 "T2" 46 "6" "Bd" "2F" 0.133 0.00286744175568088 0.002
"497" "C7_2" "C7" "2F_Jliv10_Bd" 2 0.149 "T2" 46 "5" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0121
"498" "C8_2" "C8" "2F_Jliv10_Bd" 2 0.147 "T2" 46 "6" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0101
"499" "C11_2" "C11" "2f_JlivBTP_Bd" 2 0.143 "T2" 46 "5" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00169999999999998
"500" "C12_2" "C12" "2f_JlivBTP_Bd" 2 0.149 "T2" 46 "6" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00769999999999998
"501" "D3_2" "D3" "2F_Bd" 2 0.132 "T2" 46 "7" "Bd" "2F" 0.133 0.00286744175568088 -0.001
"502" "D4_2" "D4" "2F_Bd" 2 0.134 "T2" 46 "8" "Bd" "2F" 0.133 0.00286744175568088 0.001
"503" "D7_2" "D7" "2F_Jliv10_Bd" 2 0.145 "T2" 46 "7" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0081
"504" "D8_2" "D8" "2F_Jliv10_Bd" 2 0.144 "T2" 46 "8" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0071
"505" "D11_2" "D11" "2f_JlivBTP_Bd" 2 0.146 "T2" 46 "7" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00469999999999998
"506" "D12_2" "D12" "2f_JlivBTP_Bd" 2 0.149 "T2" 46 "8" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00769999999999998
"507" "E3_2" "E3" "2F_Bd" 2 0.131 "T2" 46 "9" "Bd" "2F" 0.133 0.00286744175568088 -0.002
"508" "E4_2" "E4" "2F_Bd" 2 0.133 "T2" 46 "10" "Bd" "2F" 0.133 0.00286744175568088 0
"509" "E7_2" "E7" "2F_Jliv10_Bd" 2 0.145 "T2" 46 "9" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.0081
"510" "E8_2" "E8" "2F_Jliv10_Bd" 2 0.142 "T2" 46 "10" "Bd" "2F_Jliv10" 0.1369 0.00390014244754099 0.00509999999999999
"511" "E11_2" "E11" "2f_JlivBTP_Bd" 2 0.144 "T2" 46 "9" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00269999999999998
"512" "E12_2" "E12" "2f_JlivBTP_Bd" 2 0.146 "T2" 46 "10" "Bd" "2f_JlivBTP" 0.1413 0.00368329562574966 0.00469999999999998
"513" "G1_2" "G1" "37E_Bd" 2 0.161 "T2" 46 "1" "Bd" "37E" 0.1335 0.00313581462037113 0.0275
"514" "G2_2" "G2" "37E_Bd" 2 0.154 "T2" 46 "3" "Bd" "37E" 0.1335 0.00313581462037113 0.0205
"515" "G3_2" "G3" "37E_Bd" 2 0.151 "T2" 46 "4" "Bd" "37E" 0.1335 0.00313581462037113 0.0175
"516" "G4_2" "G4" "37E_Bd" 2 0.153 "T2" 46 "5" "Bd" "37E" 0.1335 0.00313581462037113 0.0195
"517" "G5_2" "G5" "37E_Bd" 2 0.155 "T2" 46 "6" "Bd" "37E" 0.1335 0.00313581462037113 0.0215
"518" "G6_2" "G6" "37E_Bd" 2 0.149 "T2" 46 "7" "Bd" "37E" 0.1335 0.00313581462037113 0.0155
"519" "G7_2" "G7" "37E_Bd" 2 0.152 "T2" 46 "8" "Bd" "37E" 0.1335 0.00313581462037113 0.0185
"520" "G8_2" "G8" "37E_Bd" 2 0.157 "T2" 46 "9" "Bd" "37E" 0.1335 0.00313581462037113 0.0235
"521" "G9_2" "G9" "37E_Bd" 2 0.155 "T2" 46 "10" "Bd" "37E" 0.1335 0.00313581462037113 0.0215
"522" "G10_2" "G10" "37E_Bd" 2 0.16 "T2" 46 "2" "Bd" "37E" 0.1335 0.00313581462037113 0.0265
"523" "G11_2" "G11" "Live_Bd" 2 0.253 "T2" 46 "3" "Bd" "Control" 0.1365 0.0036893239368631 0.1165
"524" "G12_2" "G12" "Live_Bd" 2 0.278 "T2" 46 "5" "Bd" "Control" 0.1365 0.0036893239368631 0.1415
"525" "A3_3" "A3" "37E_20D_Bd" 3 0.161 "T2" 46 "1" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0328
"526" "A4_3" "A4" "37E_20D_Bd" 3 0.151 "T2" 46 "2" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0228
"527" "A7_3" "A7" "37E_2F_Bd" 3 0.135 "T2" 46 "1" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.0025
"528" "A8_3" "A8" "37E_2F_Bd" 3 0.14 "T2" 46 "2" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00750000000000001
"529" "A11_3" "A11" "37E_54D_Bd" 3 0.196 "T2" 46 "1" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0547
"530" "A12_3" "A12" "37E_54D_Bd" 3 0.191 "T2" 46 "2" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0497
"531" "B3_3" "B3" "37E_20D_Bd" 3 0.161 "T2" 46 "3" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0328
"532" "B4_3" "B4" "37E_20D_Bd" 3 0.156 "T2" 46 "4" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0278
"533" "B7_3" "B7" "37E_2F_Bd" 3 0.143 "T2" 46 "3" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.0105
"534" "B8_3" "B8" "37E_2F_Bd" 3 0.142 "T2" 46 "4" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00949999999999998
"535" "B11_3" "B11" "37E_54D_Bd" 3 0.187 "T2" 46 "3" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0457
"536" "B12_3" "B12" "37E_54D_Bd" 3 0.207 "T2" 46 "4" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0657
"537" "C3_3" "C3" "37E_20D_Bd" 3 0.16 "T2" 46 "5" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0318
"538" "C4_3" "C4" "37E_20D_Bd" 3 0.155 "T2" 46 "6" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0268
"539" "C7_3" "C7" "37E_2F_Bd" 3 0.141 "T2" 46 "5" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00849999999999998
"540" "C8_3" "C8" "37E_2F_Bd" 3 0.142 "T2" 46 "6" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00949999999999998
"541" "C11_3" "C11" "37E_54D_Bd" 3 0.165 "T2" 46 "5" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0237
"542" "C12_3" "C12" "37E_54D_Bd" 3 0.198 "T2" 46 "6" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0567
"543" "D3_3" "D3" "37E_20D_Bd" 3 0.159 "T2" 46 "7" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0308
"544" "D4_3" "D4" "37E_20D_Bd" 3 0.15 "T2" 46 "8" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0218
"545" "D7_3" "D7" "37E_2F_Bd" 3 0.139 "T2" 46 "7" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00650000000000001
"546" "D8_3" "D8" "37E_2F_Bd" 3 0.14 "T2" 46 "8" "Bd" "37E_2F" 0.1325 0.00190029237516523 0.00750000000000001
"547" "D11_3" "D11" "37E_54D_Bd" 3 0.184 "T2" 46 "7" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0427
"548" "D12_3" "D12" "37E_54D_Bd" 3 0.192 "T2" 46 "8" "Bd" "37E_54D" 0.1413 0.00352924291535104 0.0507
"549" "E3_3" "E3" "37E_20D_Bd" 3 0.158 "T2" 46 "9" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0298
"550" "E4_3" "E4" "37E_20D_Bd" 3 0.158 "T2" 46 "10" "Bd" "37E_20D" 0.1282 0.00282055944017416 0.0298
